id,output,cleaned_cl_marem,cleaned_cl_marco,cleaned_cl_ale,pattern,parsed_output,label
_1076759622139166721,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono una minaccia,marem
_1076759622139166721,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1076788113429671936,: [\'Sono un problema\']\n\nSpiegazione: La frase contiene'}],Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono un problema,marco
_1076800921965944834,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1076800921965944834,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1076806501128462338,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1076806501128462338,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076840211403943936,: [[\'Sono pericolosi\']]\n\nSpiegazione: La frase'}],Rovinano l'Italia,Sono immorali,Sono pericolosi,Rovinano l'Italia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1076894557252530176,: [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene un'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076974344251887616,": Hanno una cultura diversa dalla nostra\n\nInput: La nostra #Europa deve""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076974344251887616,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene i""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1077019204224798720,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1077019204224798720,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Sono tutelati,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono tutelati|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1077019204224798720,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene il""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1077025818164035584,": ['Sono pericolosi']\nSpiegazione: La frase contiene il termine""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1077140375767302144,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1077140375767302144,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1077140375767302144,": ['Sono una minaccia']\n\nSpiegazione: La frase estr""}]",Sono una minaccia,Sono immorali,Hanno una cultura diversa dalla nostra,Sono una minaccia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono una minaccia,marem
_1077238379941675008,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1077253147029065728,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene la""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1077253147029065728,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene la""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1077253147029065728,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene la""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1077278804496842753,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene il""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1077278804496842753,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene il""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1077987141672751104,: [\'Sono tutelati\']\n\nSpiegazione: La frase contiene'}],Sono tutelati,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1077987141672751104,: [\'Sono pericolosi\']\n\nInput: Siamo davvero messi male se il nostro'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1077987141672751104,: [\'Sono pericolosi\']\n\nInput: Siamo davvero messi male se il nostro'}],Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1078302643804622850,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1078417648709484545,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1078609414276431872,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene uno""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1078609414276431872,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene uno""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1078609414276431872,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1079319680039432192,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1080036682760638466,: [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene un'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1080036682760638466,: \'Sono degli sfruttatori\'\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1080036682760638466,: \'Sono degli sfruttatori\'\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1080036682760638466,: \'Sono degli sfruttatori\'\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1080036682760638466,: [\'Sono degli estremisti religiosi\']\n\nSpiegazione: La'}],Sono degli estremisti religiosi,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi,marem
_1080036682760638466,: [\'Sono degli estremisti religiosi\']\n\nSpiegazione: La'}],Sono degli estremisti religiosi,Sono un problema,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono un problema|Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi,marem
_1080536271146110976,: [\'Sono degli sfruttatori\']\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono degli sfruttatori,marem
_1080536271146110976,: [\'Sono degli sfruttatori\']\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1080590514506948608,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene informazioni""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1080796121004429313,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1080796121004429313,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono immorali,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono immorali|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1080893121381179392,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1080893121381179392,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono pericolosi,ale
_1080893121381179392,": ['Sono tutelati']\n\nSpiegazione: La frase indica""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1081167280006930433,: [\'Sono pericolosi\']\n\nInput: La Germania non ha fatto nulla per'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1081167280006930433,: \'Peggiorano le nostre condizioni di vita\'\n\nInput:'}],Rovinano l'Italia,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1081167280006930433,: \'Peggiorano le nostre condizioni di vita\'\n\nInput:'}],Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1081167280006930433,: [\'Sono un problema\']\n\nSpiegazione: La frase contiene'}],Sono degli estremisti religiosi,Sono un problema,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono un problema|Hanno una cultura diversa dalla nostra,Sono un problema,marco
_1081197526840233984,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1081197526840233984,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1081601673737486336,": ['Sono un problema']\n\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono un problema,marco
_1081601673737486336,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1081601673737486336,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1081629399261298688,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1081639001541488641,: [\'Sono un problema\']\n\nSpiegazione: La frase contiene'}],Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono un problema,marco
_1081639001541488641,: [\'Fanno quello che vogliono senza contribuire\']\n\nSpiegazione'}],Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1081659445984268288,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1081659445984268288,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1081659445984268288,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1081680036317618180,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene l""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1081680036317618180,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene l""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1081680036317618180,": ['Sono degli estremisti religiosi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli estremisti religiosi|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli estremisti religiosi,marem
_1081680036317618180,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1081936124292096000,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
